2017-01-06,12993
2017-01-13,13501
2017-01-20,12744
2017-01-27,12350
2017-02-03,12630
2017-02-10,11702
2017-02-17,11834
2017-02-24,11175
2017-03-03,10987
2017-03-10,10674
2017-03-17,9998
2017-03-24,9972
2017-03-31,10027
2017-04-07,9626
2017-04-14,9693
2017-04-21,9466
2017-04-28,9773
2017-05-05,9881
2017-05-12,9966
2017-05-19,9734
2017-05-26,9896
2017-06-02,8977
2017-06-09,8847
2017-06-16,9114
2017-06-23,9994
2017-06-30,8902
2017-07-07,9145
2017-07-14,8848
2017-07-21,8943
2017-07-28,8807
2017-08-04,8919
2017-08-11,9073
2017-08-18,9282
2017-08-25,9148
2017-09-01,9064
2017-09-08,9156
2017-09-15,9200
2017-09-22,9558
2017-09-29,9837
2017-10-06,9778
2017-10-13,9964
2017-10-20,9978
2017-10-27,9809
2017-11-03,9977
2017-11-10,10031
2017-11-17,10372
2017-11-24,10753
2017-12-01,10577
2017-12-08,11323
2017-12-15,11863
2017-12-22,12536
2017-12-29,12875
2018-01-05,14164
2018-01-12,13748
2018-01-19,13715
2018-01-26,13293
2018-02-02,12679
2018-02-09,12126
2018-02-16,12308
2018-02-23,12042
2018-03-02,12342
2018-03-09,12920
2018-03-16,12206
2018-03-23,11487
2018-03-30,11191
2018-04-06,10719
2018-04-13,10391
2018-04-20,10169
2018-04-27,9359
2018-05-04,9578
2018-05-11,9461
2018-05-18,9334
2018-05-25,9202
2018-06-01,9327
2018-06-08,8938
2018-06-15,9038
2018-06-22,8922
2018-06-29,9335
2018-07-06,9332
2018-07-13,9053
2018-07-20,8981
2018-07-27,9432
2018-08-03,8711
2018-08-10,8897
2018-08-17,8676
2018-08-24,8779
2018-08-31,8681
2018-09-07,8864
2018-09-14,9164
2018-09-21,9300
2018-09-28,9229
2018-10-05,9404
2018-10-12,9689
2018-10-19,9417
2018-10-26,9356
2018-11-02,9983
2018-11-09,10085
2018-11-16,9947
2018-11-23,9758
2018-11-30,10048
2018-12-07,10517
2018-12-14,10186
2018-12-21,10789
2018-12-28,10829
